"Date (m/d/y)","Julian Date","Start Time","Temp (oC)","Weather","Dx","Last Covered On","Exposure Time","Exposure Time (Hr)","Exposure Time (min)","Low Tide Height","Low Tide Time","Ditance From Shore"," DC of (15 ) quadrats","Relative DC","End Time","Dropping Density ","Relative Dropping density (droppings/m2)","Droppings/min/m2","Relative Droppings Density Per Unit Time (droppings/m2/min)","Proportion Wesa to LESA"
"2007-07-29",210,"15:08:00",,,,"05:00:00","10:08:00",10.1333333333333,608,,,300,5,0.113636363636364,"15:13:00",0.333333333333333,0.007575757575758,0.000548245614035,0.118992317056826,
"2007-07-29",210,"15:14:00",,,,"05:00:00","10:14:00",10.2333333333333,614,,,250,21,0.477272727272727,"15:19:00",1.4,0.031818181818182,0.00228013029316,0.494884007876726,
"2007-07-29",210,"15:21:00",,,,"05:00:00","10:21:00",10.35,621,,,200,13,0.295454545454545,"15:25:00",0.866666666666667,0.01969696969697,0.001395598497048,0.302903469892802,
"2007-07-29",210,"15:26:00",,,,"05:00:00","10:26:00",10.4333333333333,626,,,150,0,0,"15:27:00",0,0,0,0,
"2007-07-29",210,"15:28:00",,,,"21:00:00","-05:32:00",18.4666666666667,1108,,,100,4,0.090909090909091,"15:31:00",0.266666666666667,0.006060606060606,0.000240673886883,0.052236338462491,
"2007-07-29",210,"15:32:00",,,,"21:00:00","-05:28:00",18.5333333333333,1112,,,50,0,0,"15:34:00",0,0,0,0,
"2007-07-29",210,"15:36:00",,,,"20:00:00","-04:24:00",19.6,1176,,,0,0,0,,0,0,0,0,
"2007-07-30",211,"10:50:00",,,,"09:00:00","01:50:00",1.83333333333333,110,,,1500,0,0,,0,0,0,0,
"2007-07-30",211,"10:54:00",,,,"09:00:00","01:54:00",1.9,114,,,1400,0,0,,0,0,0,0,
"2007-07-30",211,"10:55:00",,,,"08:00:00","02:55:00",2.91666666666667,175,,,1300,0,0,,0,0,0,0,
"2007-07-30",211,"10:57:00",,,,"08:00:00","02:57:00",2.95,177,,,1200,0,0,,0,0,0,0,
"2007-07-30",211,"10:59:00",,,,"08:00:00","02:59:00",2.98333333333333,179,,,1100,0,0,,0,0,0,0,
"2007-07-30",211,"11:01:00",,,,"08:00:00","03:01:00",3.01666666666667,181,,,1000,0,0,,0,0,0,0,
"2007-07-30",211,"11:02:00",,,,"08:00:00","03:02:00",3.03333333333333,182,,,900,0,0,,0,0,0,0,
"2007-07-30",211,"11:04:00",,,,"08:00:00","03:04:00",3.06666666666667,184,,,800,0,0,,0,0,0,0,
"2007-07-30",211,"11:06:00",,,,"07:00:00","04:06:00",4.1,246,,,700,0,0,,0,0,0,0,
"2007-07-30",211,"11:08:00",,,,"07:00:00","04:08:00",4.13333333333333,248,,,600,0,0,,0,0,0,0,
"2007-07-30",211,"11:11:00",,,,"07:00:00","04:11:00",4.18333333333333,251,,,550,0,0,,0,0,0,0,
"2007-07-30",211,"11:13:00",,,,"07:00:00","04:13:00",4.21666666666667,253,,,500,0,0,"11:17:00",0,0,0,0,
"2007-07-30",211,"11:19:00",,,,"07:00:00","04:19:00",4.31666666666667,259,,,450,0,0,,0,0,0,0,
"2007-07-30",211,"11:22:00",,,,"07:00:00","04:22:00",4.36666666666667,262,,,400,0,0,,0,0,0,0,
"2007-07-30",211,"11:24:00",,,,"06:00:00","05:24:00",5.4,324,,,350,0,0,,0,0,0,0,
"2007-07-30",211,"11:26:00",,,,"06:00:00","05:26:00",5.43333333333333,326,,,300,0,0,,0,0,0,0,
"2007-07-30",211,"11:27:00",,,,"06:00:00","05:27:00",5.45,327,,,250,0,0,"11:30:00",0,0,0,0,
"2007-07-30",211,"11:32:00",,,,"06:00:00","05:32:00",5.53333333333333,332,,,200,0,0,"11:35:00",0,0,0,0,
"2007-07-30",211,"11:37:00",,,,"06:00:00","05:37:00",5.61666666666667,337,,,150,0,0,,0,0,0,0,
"2007-07-30",211,"11:38:00",,,,"05:00:00","06:38:00",6.63333333333333,398,,,100,0,0,"11:42:00",0,0,0,0,
"2007-07-30",211,"11:44:00",,,,"05:00:00","06:44:00",6.73333333333333,404,,,50,0,0,,0,0,0,0,
"2007-07-30",211,"11:45:00",,,,"21:00:00","-09:15:00",14.75,885,,,0,0,0,"11:47:00",0,0,0,0,
"2007-08-01",213,"15:31:00",,,,"11:00:00","04:31:00",4.51666666666667,271,,,1500,0,0,,0,0,0,0,
"2007-08-01",213,"15:32:00",,,,"10:00:00","05:32:00",5.53333333333333,332,,,1400,0,0,,0,0,0,0,
"2007-08-01",213,"15:34:00",,,,"10:00:00","05:34:00",5.56666666666667,334,,,1300,0,0,,0,0,0,0,
"2007-08-01",213,"15:36:00",,,,"10:00:00","05:36:00",5.6,336,,,1200,0,0,,0,0,0,0,
"2007-08-01",213,"15:38:00",,,,"10:00:00","05:38:00",5.63333333333333,338,,,1100,0,0,,0,0,0,0,
"2007-08-01",213,"15:40:00",,,,"10:00:00","05:40:00",5.66666666666667,340,,,1000,0,0,,0,0,0,0,
"2007-08-01",213,"15:43:00",,,,"09:00:00","06:43:00",6.71666666666667,403,,,900,0,0,,0,0,0,0,
"2007-08-01",213,"15:45:00",,,,"09:00:00","06:45:00",6.75,405,,,800,0,0,,0,0,0,0,
"2007-08-01",213,"15:46:00",,,,"09:00:00","06:46:00",6.76666666666667,406,,,700,0,0,,0,0,0,0,
"2007-08-01",213,"15:49:00",,,,"09:00:00","06:49:00",6.81666666666667,409,,,600,0,0,,0,0,0,0,
"2007-08-01",213,"15:50:00",,,,"09:00:00","06:50:00",6.83333333333333,410,,,550,0,0,,0,0,0,0,
"2007-08-01",213,"15:51:00",,,,"08:00:00","07:51:00",7.85,471,,,500,0,0,,0,0,0,0,
"2007-08-01",213,"15:53:00",,,,"08:00:00","07:53:00",7.88333333333333,473,,,450,0,0,,0,0,0,0,
"2007-08-01",213,"15:54:00",,,,"08:00:00","07:54:00",7.9,474,,,400,0,0,,0,0,0,0,
"2007-08-01",213,"15:55:00",,,,"08:00:00","07:55:00",7.91666666666667,475,,,350,0,0,,0,0,0,0,
"2007-08-01",213,"15:56:00",,,,"08:00:00","07:56:00",7.93333333333333,476,,,300,1,0.047619047619048,"16:00:00",0.066666666666667,0.003174603174603,0.000140056022409,0.055235138967023,
"2007-08-01",213,"16:01:00",,,,"07:00:00","09:01:00",9.01666666666667,541,,,250,16,0.761904761904762,"16:08:00",1.06666666666667,0.050793650793651,0.001971657424522,0.77758007092948,
"2007-08-01",213,"16:09:00",,,,"07:00:00","09:09:00",9.15,549,,,200,2,0.095238095238095,"16:13:00",0.133333333333333,0.006349206349206,0.000242865816636,0.095781151724237,
"2007-08-01",213,"16:14:00",,,,"07:00:00","09:14:00",9.23333333333333,554,,,150,1,0.047619047619048,"16:17:00",0.066666666666667,0.003174603174603,0.000120336943442,0.0474583504482,
"2007-08-01",213,"16:18:00",,,,"22:00:00","-05:42:00",18.3,1098,,,100,1,0.047619047619048,"16:22:00",0.066666666666667,0.003174603174603,6.07164541590771E-05,0.023945287931059,
"2007-08-01",213,"16:23:00",,,,"22:00:00","-05:37:00",18.3833333333333,1103,,,50,0,0,"16:25:00",0,0,0,0,
"2007-08-01",213,"16:26:00",,,,"22:00:00","-05:34:00",18.4333333333333,1106,,,0,0,0,,0,0,0,0,
"2007-08-02",214,"12:56:00",,,,"12:00:00","00:56:00",0.933333333333333,56,,,1500,0,0,,0,0,0,0,
"2007-08-02",214,"13:00:00",,,,"11:00:00","02:00:00",2,120,,,1400,0,0,,0,0,0,0,
"2007-08-02",214,"13:03:00",,,,"11:00:00","02:03:00",2.05,123,,,1300,0,0,,0,0,0,0,
"2007-08-02",214,"13:05:00",,,,"11:00:00","02:05:00",2.08333333333333,125,,,1200,0,0,,0,0,0,0,
"2007-08-02",214,"13:07:00",,,,"11:00:00","02:07:00",2.11666666666667,127,,,1100,0,0,,0,0,0,0,
"2007-08-02",214,"13:09:00",,,,"10:00:00","03:09:00",3.15,189,,,1000,0,0,,0,0,0,0,
"2007-08-02",214,"13:14:00",,,,"10:00:00","03:14:00",3.23333333333333,194,,,900,0,0,,0,0,0,0,
"2007-08-02",214,"13:16:00",,,,"10:00:00","03:16:00",3.26666666666667,196,,,800,0,0,,0,0,0,0,
"2007-08-02",214,"13:18:00",,,,"10:00:00","03:18:00",3.3,198,,,700,0,0,,0,0,0,0,
"2007-08-02",214,"13:21:00",,,,"09:00:00","04:21:00",4.35,261,,,600,0,0,,0,0,0,0,
"2007-08-02",214,"13:23:00",,,,"09:00:00","04:23:00",4.38333333333333,263,,,550,0,0,,0,0,0,0,
"2007-08-02",214,"13:24:00",,,,"09:00:00","04:24:00",4.4,264,,,500,0,0,,0,0,0,0,
"2007-08-02",214,"13:25:00",,,,"09:00:00","04:25:00",4.41666666666667,265,,,450,0,0,,0,0,0,0,
"2007-08-02",214,"13:26:00",,,,"09:00:00","04:26:00",4.43333333333333,266,,,400,0,0,,0,0,0,0,
"2007-08-02",214,"13:28:00",,,,"08:00:00","05:28:00",5.46666666666667,328,,,350,0,0,,0,0,0,0,
"2007-08-02",214,"13:31:00",,,,"08:00:00","05:31:00",5.51666666666667,331,,,300,4,0.210526315789474,"13:35:00",0.266666666666667,0.014035087719298,0.000805639476334,0.416042977327336,
"2007-08-02",214,"13:37:00",,,,"23:00:00","-09:23:00",14.6166666666667,877,,,250,7,0.368421052631579,"13:42:00",0.466666666666667,0.024561403508772,0.000532117065754,0.27479235418114,
"2007-08-02",214,"13:43:00",,,,"23:00:00","-09:17:00",14.7166666666667,883,,,200,7,0.368421052631579,"13:47:00",0.466666666666667,0.024561403508772,0.000528501321253,0.272925135466432,
"2007-08-02",214,"13:48:00",,,,"23:00:00","-09:12:00",14.8,888,,,150,0,0,"13:49:00",0,0,0,0,
"2007-08-02",214,"13:50:00",,,,"22:00:00","-08:10:00",15.8333333333333,950,,,100,1,0.052631578947368,"13:53:00",0.066666666666667,0.003508771929825,7.01754385964912E-05,0.036239533025092,
"2007-08-02",214,"13:54:00",,,,"22:00:00","-08:06:00",15.9,954,,,50,0,0,,0,0,0,0,
"2007-08-03",215,"13:40:00",,,,"12:00:00","01:40:00",1.66666666666667,100,,,1300,0,0,,0,0,0,0,
"2007-08-03",215,"13:43:00",,,,"12:00:00","01:43:00",1.71666666666667,103,,,1200,0,0,,0,0,0,0,
"2007-08-03",215,"13:46:00",,,,"12:00:00","01:46:00",1.76666666666667,106,,,1100,0,0,,0,0,0,0,
"2007-08-03",215,"13:48:00",,,,"12:00:00","01:48:00",1.8,108,,,1000,0,0,,0,0,0,0,
"2007-08-03",215,"13:50:00",,,,"11:00:00","02:50:00",2.83333333333333,170,,,900,0,0,,0,0,0,0,
"2007-08-03",215,"13:52:00",,,,"11:00:00","02:52:00",2.86666666666667,172,,,800,0,0,,0,0,0,0,
"2007-08-03",215,"13:55:00",,,,"11:00:00","02:55:00",2.91666666666667,175,,,700,0,0,,0,0,0,0,
"2007-08-03",215,"13:57:00",,,,"10:00:00","03:57:00",3.95,237,,,600,0,0,,0,0,0,0,
"2007-08-03",215,"13:58:00",,,,"10:00:00","03:58:00",3.96666666666667,238,,,550,0,0,,0,0,0,0,
"2007-08-03",215,"14:00:00",,,,"10:00:00","04:00:00",4,240,,,500,0,0,,0,0,0,0,
"2007-08-03",215,"14:01:00",,,,"09:00:00","05:01:00",5.01666666666667,301,,,450,0,0,,0,0,0,0,
"2007-08-03",215,"14:03:00",,,,"09:00:00","05:03:00",5.05,303,,,400,0,0,,0,0,0,0,
"2007-08-03",215,"14:05:00",,,,"00:00:00","14:05:00",14.0833333333333,845,,,350,0,0,,0,0,0,0,
"2007-08-03",215,"14:06:00",,,,"23:00:00","-08:54:00",15.1,906,,,300,7,0.093333333333333,"14:12:00",0.466666666666667,0.006222222222222,0.000515084621045,0.094546257598178,
"2007-08-03",215,"14:13:00",,,,"23:00:00","-08:47:00",15.2166666666667,913,,,250,31,0.413333333333333,"14:18:00",2.06666666666667,0.027555555555556,0.002263599853961,0.415494631654267,
"2007-08-03",215,"14:19:00",,,,"23:00:00","-08:41:00",15.3166666666667,919,,,200,21,0.28,"14:25:00",1.4,0.018666666666667,0.001523394994559,0.279626472417679,
"2007-08-03",215,"14:26:00",,,,"23:00:00","-08:34:00",15.4333333333333,926,,,150,2,0.026666666666667,"14:30:00",0.133333333333333,0.001777777777778,0.000143988480922,0.026429777656263,
"2007-08-03",215,"14:31:00",,,,"23:00:00","-08:29:00",15.5166666666667,931,,,100,13,0.173333333333333,"14:38:00",0.866666666666667,0.011555555555556,0.00093089867526,0.170870925577925,
"2007-08-03",215,"14:39:00",,,,"23:00:00","-08:21:00",15.65,939,,,50,1,0.013333333333333,"14:42:00",0.066666666666667,0.000888888888889,7.0997515086972E-05,0.013031935095687,
"2007-08-03",215,"14:43:00",,,,"23:00:00","-08:17:00",15.7166666666667,943,,,0,0,0,"14:45:00",0,0,0,0,
"2007-08-06",218,"17:32:00",,,,"15:00:00","02:32:00",2.53333333333333,152,,,450,0,0,,0,0,0,0,
"2007-08-06",218,"17:31:00",,,,"15:00:00","02:31:00",2.51666666666667,151,,,400,0,0,"17:35:00",0,0,0,0,
"2007-08-06",218,"17:36:00",,,,"14:00:00","03:36:00",3.6,216,,,350,4,0.105263157894737,"17:41:00",0.266666666666667,0.007017543859649,0.001234567901235,0.367012420117792,
"2007-08-06",218,"17:42:00",,,,"01:00:00","16:42:00",16.7,1002,,,300,3,0.078947368421053,"17:45:00",0.2,0.005263157894737,0.000199600798403,0.059337337384314,
"2007-08-06",218,"17:46:00",,,,"00:00:00","17:46:00",17.7666666666667,1066,,,250,14,0.368421052631579,"17:50:00",0.933333333333333,0.024561403508772,0.000875547217011,0.2602827294644,
"2007-08-06",218,"17:51:00",,,,"00:00:00","17:51:00",17.85,1071,,,200,10,0.263157894736842,"17:55:00",0.666666666666667,0.017543859649123,0.000622471210707,0.185048279050987,
"2007-08-06",218,"17:56:00",,,,"00:00:00","17:56:00",17.9333333333333,1076,,,150,1,0.026315789473684,"17:59:00",0.066666666666667,0.001754385964912,6.19578686493185E-05,0.018418838927845,
"2007-08-06",218,"18:00:00",,,,"00:00:00","18:00:00",18,1080,,,100,2,0.052631578947368,"18:02:00",0.133333333333333,0.003508771929825,0.000123456790123,0.036701242011779,
"2007-08-06",218,"18:03:00",,,,"00:00:00","18:03:00",18.05,1083,,,50,4,0.105263157894737,"18:08:00",0.266666666666667,0.007017543859649,0.00024622960911,0.073199153042884,
"2007-08-06",218,"18:09:00",,,,"00:00:00","18:09:00",18.15,1089,,,0,0,0,,0,0,0,0,
"2007-08-08",220,"11:06:00",,,,"05:00:00","06:06:00",6.1,366,,,1500,0,0,,0,0,0,0,
"2007-08-08",220,"11:08:00",,,,"05:00:00","06:08:00",6.13333333333333,368,,,1400,0,0,,0,0,0,0,
"2007-08-08",220,"11:10:00",,,,"04:00:00","07:10:00",7.16666666666667,430,,,1300,0,0,,0,0,0,0,
"2007-08-08",220,"11:12:00",,,,"04:00:00","07:12:00",7.2,432,,,1200,1,0.018518518518519,"11:17:00",0.066666666666667,0.001234567901235,0.000154320987654,0.024780166591476,
"2007-08-08",220,"11:21:00",,,,"04:00:00","07:21:00",7.35,441,,,1100,14,0.259259259259259,"11:29:00",0.933333333333333,0.017283950617284,0.002116402116402,0.339842284683103,"9/20 adult wesa"
"2007-08-08",220,"11:32:00",,,,"04:00:00","07:32:00",7.53333333333333,452,,,1000,0,0,,0,0,0,0,
"2007-08-08",220,"11:34:00",,,,"03:00:00","08:34:00",8.56666666666667,514,,,900,0,0,,0,0,0,0,
"2007-08-08",220,"11:36:00",,,,"03:00:00","08:36:00",8.6,516,,,800,0,0,,0,0,0,0,
"2007-08-08",220,"11:38:00",,,,"03:00:00","08:38:00",8.63333333333333,518,,,700,0,0,,0,0,0,0,
"2007-08-08",220,"11:40:00",,,,"03:00:00","08:40:00",8.66666666666667,520,,,600,0,0,,0,0,0,0,
"2007-08-08",220,"11:41:00",,,,"03:00:00","08:41:00",8.68333333333333,521,,,550,0,0,,0,0,0,0,
"2007-08-08",220,"11:43:00",,,,"02:00:00","09:43:00",9.71666666666667,583,,,500,0,0,,0,0,0,0,
"2007-08-08",220,"11:44:00",,,,"02:00:00","09:44:00",9.73333333333333,584,,,450,0,0,,0,0,0,0,
"2007-08-08",220,"11:46:00",,,,"02:00:00","09:46:00",9.76666666666667,586,,,400,0,0,,0,0,0,0,
"2007-08-08",220,"11:47:00",,,,"02:00:00","09:47:00",9.78333333333333,587,,,350,0,0,,0,0,0,0,
"2007-08-08",220,"11:49:00",,,,"02:00:00","09:49:00",9.81666666666667,589,,,300,6,0.111111111111111,"11:52:00",0.4,0.007407407407407,0.000679117147708,0.109049561638551,
"2007-08-08",220,"11:53:00",,,,"01:00:00","10:53:00",10.8833333333333,653,,,250,17,0.314814814814815,"11:59:00",1.13333333333333,0.020987654320988,0.001735579377233,0.278691490731703,
"2007-08-08",220,"12:00:00",,,,"01:00:00","11:00:00",11,660,,,200,13,0.240740740740741,"12:04:00",0.866666666666667,0.016049382716049,0.001313131313131,0.210856690269289,
"2007-08-08",220,"12:05:00",,,,"01:00:00","11:05:00",11.0833333333333,665,,,150,0,0,"12:07:00",0,0,0,0,
"2007-08-08",220,"12:08:00",,,,"01:00:00","11:08:00",11.1333333333333,668,,,100,0,0,"12:11:00",0,0,0,0,
"2007-08-08",220,"12:12:00",,,,"01:00:00","11:12:00",11.2,672,,,50,2,0.037037037037037,"12:15:00",0.133333333333333,0.002469135802469,0.000198412698413,0.031860214189041,
"2007-08-08",220,"12:16:00",,,"2007-08-07","00:00:00","12:16:00",36.2666666666667,2176,,,0,1,0.018518518518519,"12:19:00",0.066666666666667,0.001234567901235,3.06372549019608E-05,0.004919591896837,
"2007-08-09",221,"11:49:00",,,,"06:00:00","05:49:00",5.81666666666667,349,,,1500,0,0,,0,0,0,0,
"2007-08-09",221,"11:51:00",,,,"06:00:00","05:51:00",5.85,351,,,1400,0,0,,0,0,0,0,
"2007-08-09",221,"11:52:00",,,,"05:00:00","06:52:00",6.86666666666667,412,,,1300,0,0,,0,0,0,0,
"2007-08-09",221,"11:54:00",,,,"05:00:00","06:54:00",6.9,414,,,1200,0,0,,0,0,0,0,
"2007-08-09",221,"11:57:00",,,,"05:00:00","06:57:00",6.95,417,,,1100,0,0,,0,0,0,0,
"2007-08-09",221,"12:00:00",,,,"05:00:00","07:00:00",7,420,,,1000,0,0,,0,0,0,0,
"2007-08-09",221,"12:02:00",,,,"04:00:00","08:02:00",8.03333333333333,482,,,900,0,0,,0,0,0,0,
"2007-08-09",221,"12:05:00",,,,"04:00:00","08:05:00",8.08333333333333,485,,,800,0,0,,0,0,0,0,
"2007-08-09",221,"12:06:00",,,,"04:00:00","08:06:00",8.1,486,,,700,0,0,,0,0,0,0,
"2007-08-09",221,"12:08:00",,,,"03:00:00","09:08:00",9.13333333333333,548,,,600,0,0,,0,0,0,0,
"2007-08-09",221,"12:10:00",,,,"03:00:00","09:10:00",9.16666666666667,550,,,550,0,0,,0,0,0,0,
"2007-08-09",221,"12:11:00",,,,"03:00:00","09:11:00",9.18333333333333,551,,,500,0,0,,0,0,0,0,
"2007-08-09",221,"12:12:00",,,,"03:00:00","09:12:00",9.2,552,,,450,0,0,,0,0,0,0,
"2007-08-09",221,"12:14:00",,,,"03:00:00","09:14:00",9.23333333333333,554,,,400,0,0,,0,0,0,0,
"2007-08-09",221,"12:15:00",,,,"03:00:00","09:15:00",9.25,555,,,350,0,0,,0,0,0,0,
"2007-08-09",221,"12:16:00",,,,"03:00:00","09:16:00",9.26666666666667,556,,,300,20,0.188679245283019,"12:20:00",1.33333333333333,0.012578616352201,0.002398081534772,0.206663603072893,
"2007-08-09",221,"12:21:00",,,,"02:00:00","10:21:00",10.35,621,,,250,60,0.566037735849057,"12:26:00",4,0.037735849056604,0.006441223832528,0.555096441104002,
"2007-08-09",221,"12:27:00",,,,"02:00:00","10:27:00",10.45,627,,,200,26,0.245283018867925,"12:32:00",1.73333333333333,0.016352201257862,0.002764486975013,0.238239955823105,
"2007-08-09",221,"12:33:00",,,,"02:00:00","10:33:00",10.55,633,,,150,0,0,"12:35:00",0,0,0,0,
"2007-08-09",221,"12:36:00",,,,"18:00:00","-05:24:00",18.6,1116,,,100,0,0,"12:37:00",0,0,0,0,
"2007-08-09",221,"12:38:00",,,,"18:00:00","-05:22:00",18.6333333333333,1118,,,50,0,0,,0,0,0,0,
"2007-08-09",221,"12:39:00",,,,"17:00:00","-04:21:00",19.65,1179,,,0,0,0,"12:42:00",0,0,0,0,
"2007-08-10",222,"13:08:00",,,,"07:00:00","06:08:00",6.13333333333333,368,,,1500,0,0,,0,0,0,0,
"2007-08-10",222,"13:11:00",,,,"06:00:00","07:11:00",7.18333333333333,431,,,1400,0,0,,0,0,0,0,
"2007-08-10",222,"13:13:00",,,,"06:00:00","07:13:00",7.21666666666667,433,,,1300,0,0,,0,0,0,0,
"2007-08-10",222,"13:14:00",,,,"06:00:00","07:14:00",7.23333333333333,434,,,1200,0,0,,0,0,0,0,
"2007-08-10",222,"13:16:00",,,,"06:00:00","07:16:00",7.26666666666667,436,,,1100,0,0,,0,0,0,0,
"2007-08-10",222,"13:18:00",,,,"06:00:00","07:18:00",7.3,438,,,1000,0,0,,0,0,0,0,
"2007-08-10",222,"13:20:00",,,,"05:00:00","08:20:00",8.33333333333333,500,,,900,0,0,,0,0,0,0,
"2007-08-10",222,"13:22:00",,,,"05:00:00","08:22:00",8.36666666666667,502,,,800,0,0,,0,0,0,0,
"2007-08-10",222,"13:24:00",,,,"05:00:00","08:24:00",8.4,504,,,700,0,0,,0,0,0,0,
"2007-08-10",222,"13:25:00",,,,"05:00:00","08:25:00",8.41666666666667,505,,,600,0,0,,0,0,0,0,
"2007-08-10",222,"13:27:00",,,,"05:00:00","08:27:00",8.45,507,,,550,0,0,,0,0,0,0,
"2007-08-10",222,"13:29:00",,,,"04:00:00","09:29:00",9.48333333333333,569,,,500,0,0,"13:32:00",0,0,0,0,
"2007-08-10",222,"13:33:00",,,,"04:00:00","09:33:00",9.55,573,,,450,0,0,,0,0,0,0,
"2007-08-10",222,"13:36:00",,,,"04:00:00","09:36:00",9.6,576,,,400,0,0,,0,0,0,0,
"2007-08-10",222,"13:38:00",,,,"04:00:00","09:38:00",9.63333333333333,578,,,350,3,0.055555555555556,"13:42:00",0.2,0.003703703703704,0.000346020761246,0.064383646931994,
"2007-08-10",222,"13:43:00",,,,"04:00:00","09:43:00",9.71666666666667,583,,,300,10,0.185185185185185,"13:49:00",0.666666666666667,0.012345679012346,0.001143510577473,0.212771571907903,
"2007-08-10",222,"13:50:00",,,,"03:00:00","10:50:00",10.8333333333333,650,,,250,16,0.296296296296296,"13:57:00",1.06666666666667,0.019753086419753,0.001641025641026,0.305343572731834,
"2007-08-10",222,"13:58:00",,,,"03:00:00","10:58:00",10.9666666666667,658,,,200,17,0.314814814814815,"14:03:00",1.13333333333333,0.020987654320988,0.001722391084093,0.320483138173135,
"2007-08-10",222,"14:04:00",,,,"03:00:00","11:04:00",11.0666666666667,664,,,150,1,0.018518518518519,"14:08:00",0.066666666666667,0.001234567901235,0.000100401606426,0.018681600364805,
"2007-08-10",222,"14:09:00",,,,"20:00:00","-05:51:00",18.15,1089,,,100,4,0.074074074074074,"14:12:00",0.266666666666667,0.004938271604938,0.000244872972146,0.04556320529745,
"2007-08-10",222,"14:13:00",,,,"20:00:00","-05:47:00",18.2166666666667,1093,,,50,1,0.018518518518519,"14:17:00",0.066666666666667,0.001234567901235,6.09942055504727E-05,0.011349114951721,
"2007-08-10",222,"14:18:00",,,,"19:00:00","-04:42:00",19.3,1158,,,0,2,0.037037037037037,"14:21:00",0.133333333333333,0.002469135802469,0.000115141047784,0.021424149641159,
"2007-08-11",223,"14:10:00",,,,"08:00:00","06:10:00",6.16666666666667,370,,,1500,0,0,,0,0,0,0,
"2007-08-11",223,"14:12:00",,,,"07:00:00","07:12:00",7.2,432,,,1400,0,0,,0,0,0,0,
"2007-08-11",223,"14:14:00",,,,"07:00:00","07:14:00",7.23333333333333,434,,,1300,0,0,,0,0,0,0,
"2007-08-11",223,"14:15:00",,,,"07:00:00","07:15:00",7.25,435,,,1200,0,0,,0,0,0,0,
"2007-08-11",223,"14:17:00",,,,"07:00:00","07:17:00",7.28333333333333,437,,,1100,0,0,,0,0,0,0,
"2007-08-11",223,"14:21:00",,,,"07:00:00","07:21:00",7.35,441,,,1000,0,0,,0,0,0,0,
"2007-08-11",223,"14:22:00",,,,"06:00:00","08:22:00",8.36666666666667,502,,,900,0,0,,0,0,0,0,
"2007-08-11",223,"14:24:00",,,,"06:00:00","08:24:00",8.4,504,,,800,0,0,,0,0,0,0,
"2007-08-11",223,"14:26:00",,,,"06:00:00","08:26:00",8.43333333333333,506,,,700,0,0,,0,0,0,0,
"2007-08-11",223,"14:28:00",,,,"06:00:00","08:28:00",8.46666666666667,508,,,600,0,0,,0,0,0,0,
"2007-08-11",223,"14:29:00",,,,"06:00:00","08:29:00",8.48333333333333,509,,,550,0,0,,0,0,0,0,
"2007-08-11",223,"14:30:00",,,,"05:00:00","09:30:00",9.5,570,,,500,0,0,,0,0,0,0,
"2007-08-11",223,"14:32:00",,,,"05:00:00","09:32:00",9.53333333333333,572,,,450,0,0,,0,0,0,0,
"2007-08-11",223,"14:33:00",,,,"05:00:00","09:33:00",9.55,573,,,400,0,0,,0,0,0,0,
"2007-08-11",223,"14:35:00",,,,"05:00:00","09:35:00",9.58333333333333,575,,,350,0,0,,0,0,0,0,
"2007-08-11",223,"14:36:00",,,,"05:00:00","09:36:00",9.6,576,,,300,4,0.222222222222222,"14:42:00",0.266666666666667,0.014814814814815,0.000462962962963,0.253895355583353,
"2007-08-11",223,"14:43:00",,,,"04:00:00","10:43:00",10.7166666666667,643,,,250,11,0.611111111111111,"14:48:00",0.733333333333333,0.040740740740741,0.001140487299119,0.625459165231774,
"2007-08-11",223,"14:49:00",,,,"04:00:00","10:49:00",10.8166666666667,649,,,200,1,0.055555555555556,"14:52:00",0.066666666666667,0.003703703703704,0.00010272213662,0.056334254551622,
"2007-08-11",223,"14:53:00",,,,"04:00:00","10:53:00",10.8833333333333,653,,,150,0,0,"14:56:00",0,0,0,0,
"2007-08-11",223,"14:57:00",,,,"20:00:00","-05:03:00",18.95,1137,,,100,2,0.111111111111111,"15:00:00",0.133333333333333,0.007407407407407,0.000117267663442,0.06431122463325,
"2007-08-11",223,"15:01:00",,,,"20:00:00","-04:59:00",19.0166666666667,1141,,,50,0,0,"15:04:00",0,0,0,0,
"2007-08-11",223,"15:05:00",,,,"19:00:00","-03:55:00",20.0833333333333,1205,,,0,0,0,"15:07:00",0,0,0,0,
"2007-08-12",224,"15:19:00",,,,"08:00:00","07:19:00",7.31666666666667,439,,,1500,0,0,,0,0,0,0,
"2007-08-12",224,"15:21:00",,,,"08:00:00","07:21:00",7.35,441,,,1400,0,0,,0,0,0,0,
"2007-08-12",224,"15:23:00",,,,"08:00:00","07:23:00",7.38333333333333,443,,,1300,0,0,,0,0,0,0,
"2007-08-12",224,"15:24:00",,,,"08:00:00","07:24:00",7.4,444,,,1200,0,0,,0,0,0,0,
"2007-08-12",224,"15:27:00",,,,"08:00:00","07:27:00",7.45,447,,,1100,0,0,,0,0,0,0,
"2007-08-12",224,"15:28:00",,,,"07:00:00","08:28:00",8.46666666666667,508,,,1000,0,0,,0,0,0,0,
"2007-08-12",224,"15:30:00",,,,"07:00:00","08:30:00",8.5,510,,,900,0,0,,0,0,0,0,
"2007-08-12",224,"15:32:00",,,,"07:00:00","08:32:00",8.53333333333333,512,,,800,0,0,,0,0,0,0,
"2007-08-12",224,"15:34:00",,,,"07:00:00","08:34:00",8.56666666666667,514,,,700,0,0,,0,0,0,0,
